Processes: 212 total, 4 running, 6 stuck, 202 sleeping, 1019 threads 
2014/07/31 06:55:02
Load Avg: 2.07, 2.75, 2.64 
CPU usage: 32.91% user, 45.56% sys, 21.51% idle 
SharedLibs: 9412K resident, 8388K data, 0B linkedit.
MemRegions: 46292 total, 1220M resident, 72M private, 346M shared.
PhysMem: 3004M used (1134M wired), 19M unused.
VM: 528G vsize, 1068M framework vsize, 0(0) swapins, 0(0) swapouts.
Networks: packets: 31360782/25G in, 29845626/18G out.
Disks: 978252/21G read, 388862/16G written.

PID    COMMAND          %CPU TIME     #TH  #WQ #PORTS #MREGS MEM    RPRVT  PURG   CMPRS  VPRVT VSIZE  PGRP  PPID  STATE    UID FAULTS    COW      MSGSENT   MSGRECV   SYSBSD    SYSMACH   CSW        PAGEINS KPRVT  KSHRD  IDLEW    POWER USER           
61615  netbiosd         0.0  00:00.03 2    1   42     41     940K   556K   0B     0B     45M    2412M  61615 1     sleeping 222 916       206      149       44        820       267       451        9       180K   136K   10        0.0   _netbios       
59414  com.apple.iCloud 0.0  00:00.61 5    0   87     78     2728K  2268K  0B     904K   54M    2436M  59414 1     sleeping 501 3696      268      974       414       6767      1733      1906       210     292K   612K   57        0.0   tgreen         
58255  WiFiKeychainProx 0.0  00:00.04 2    0   55     43     628K   412K   0B     412K   53M    2433M  58255 424   sleeping 501 1251      149      551       257       1083      707       569        29      292K   206K   13        0.0   tgreen         
57309  xpcd             0.0  00:00.05 2    0   32     40     8192B  4096B  0B     1952K  54M    2412M  57309 1     sleeping 89  1162      86       98        56        953       291       358        2       151K   259K   5         0.0   _spotlight     
55097  EscrowSecurityAl 0.0  00:00.88 3    0   140    82     1556K  1040K  0B     2224K  53M    2472M  55097 424   sleeping 501 10004     420      19543     5272      12059     33922     22805      92      1341K  -2M    141       0.0   tgreen         
54985  cookied          0.0  00:00.05 2    0   52     48     860K   368K   0B     2636K  21M    2411M  54985 424   sleeping 501 1482      145      259       127       3738      617       399        3       177K   76K    1         0.0   tgreen         
53499  spindump_agent   0.0  00:00.02 2    1   52     50     552K   304K   0B     552K   45M    2414M  53499 424   sleeping 501 1051      159      189       74        525       343       276        2       210K   44K    0         0.0   tgreen         
49370  1Password 4      4.1  20:08.15 7    0   228    852    29M    12M+   0B     18M    131M+  2640M  49370 424   sleeping 501 392031    1017     10841497+ 3789448+  3697302+  7650585+  7002240+   2951    4980K  -11M-  774335+   5.7   tgreen         
48731  com.apple.ColorS 0.0  00:00.01 2    1   30     45     48K    20K    0B     992K   45M    2412M  48731 1     sleeping 501 1608      195      112       43        500       234       152        0       190K   49K    2         0.0   tgreen         
48304  com.apple.BKAgen 0.0  00:00.05 2    1   53     57     556K   364K   0B     1328K  45M    2435M  48304 1     sleeping 501 2744      329      272       132       982       562       594        12      250K   139K   2         0.0   tgreen         
48260  syspolicyd       0.0  00:00.02 2    1   23     40     8192B  4096B  0B     1684K  53M    2412M  48260 1     sleeping 0   713       87       51        19        305       117       82         5       153K   60K    0         0.0   root           
48258  Preview          0.0  00:02.62 3    0   235    315    6288K  3584K+ 0B     18M    74M-   2567M  48258 424   sleeping 501 79746     657      24467     10684     17514     27200     16766      996     1625K  -92K   166       0.0   tgreen         
34108  zsh              0.0  00:00.41 1    0   19     56     1540K  1496K  0B     1240K  45M    2404M  34108 1741  sleeping 501 6509      1465     70        21        18486     173       1090       427     783K   2022K  0         0.0   tgreen         
33018  vim              0.0  00:00.14 1    0   19     35     704K   652K   0B     1036K  45M    2404M  33018 3582  sleeping 501 1422      129      37        12        2922      80        237        65      142K   102K   7         0.0   tgreen         
29611  com.apple.WebKit 0.0  01:58.33 11   0   274    460    31M    25M+   0B     22M    249M+  3609M  29611 1     sleeping 501 398743    646      361781    171487    1111454   718092    454851     14333   13M    102M   5684      0.0   tgreen         
23256  vim              0.0  00:00.27 1    0   19     35     568K   524K   0B     1168K  44M    2404M  23256 1743  sleeping 501 1327      119      37        12        4458      80        443        92      138K   79K    1         0.0   tgreen         
18954  mdflagwriter     0.0  00:00.00 2    1   24     37     204K   100K   0B     348K   45M    2403M  18954 18952 sleeping 99  457       81       65        21        373       156       60         0       140K   50K    2         0.0   _unknown       
18952  launchd          0.0  00:00.04 2    0   62     39     272K   204K   0B     304K   47M    2413M  18952 1     sleeping 99  829       185      1906      624       2260      1865      964        0       158K   55K    19        0.0   _unknown       
13285  ssh-agent        0.0  00:00.18 3    0   52     46     724K   528K   0B     832K   63M    2422M  13285 424   sleeping 501 2772      150      2465      1503      5828      3939      4179       32      1314K  178K   50        0.0   tgreen         
11933  com.apple.hiserv 0.0  00:00.02 2    0   34     42     12K    0B     0B     1008K  37M    2403M  11933 1     sleeping 501 1501      201      101       38        421       222       91         0       165K   53K    0         0.0   tgreen         
8894   com.apple.WebKit 0.0  00:04.19 14   0   274    559    3424K  2536K  0B     64M    274M   3610M  8894  1     sleeping 501 67793     576      35554     13715     56467     76112     54859      355     3493K  -2M    1005      0.0   tgreen         
7370   imklaunchagent   0.0  00:00.17 2    0   61     47     660K   364K   0B     1404K  62M    2423M  7370  424   sleeping 501 3037      140      4432      2224      8110      4895      4468       10      1382K  247K   148       0.0   tgreen         
6745   vim              0.0  00:00.16 1    0   19     35     472K   420K   0B     1132K  44M    2404M  6745  6279  sleeping 501 1132      109      37        12        3306      80        406        28      122K   41K    12        0.0   tgreen         
6279   zsh              0.0  00:00.14 1    0   19     56     8192B  0B     0B     2840K  37M    2404M  6279  1741  sleeping 501 3225      684      70        21        15105     171       117        0       381K   156K   0         0.0   tgreen         
3582   zsh              0.0  00:00.30 1    0   19     56     8192B  4096B  0B     3212K  45M    2404M  3582  1741  sleeping 501 5757      1291     71        22        28238     173       503        6       699K   322K   1         0.0   tgreen         
1743   zsh              0.0  00:00.23 1    0   19     56     8192B  4096B  0B     2936K  45M    2404M  1743  1741  sleeping 501 4402      964      84        28        19600     211       372        1       500K   685K   0         0.0   tgreen         
1741   tmux             0.7  06:17.32 1    0   8      46     6688K  6676K+ 0B     25M    44M    2411M  1741  1     sleeping 501 8655722+  4553870+ 32        5         11203039+ 46        1056248+   167     786M+  474M+  17605     0.7   tgreen         
1693   tmux             0.0  00:00.03 1    0   15     32     188K   116K   0B     280K   19M    2387M  1693  652   sleeping 501 1376      512      37        18        2303      96        92         16      297K   395K   0         0.0   tgreen         
1204   com.apple.MailSe 0.0  00:01.21 3    0   130    123    1372K  872K   0B     1892K  53M    2454M  1204  1     sleeping 501 11586     450      21113     5544      36567     37260     35807      162     2106K  -3M    562       0.0   tgreen         
1150   com.apple.securi 0.0  00:01.42 3    0   131    78     2012K  1500K  0B     2164K  53M    2454M  1150  1     sleeping 501 11766     390      23257     6956      39954     44938     40428      42      2732K  -3M    576       0.0   tgreen         
1118   systemstatsd     0.0  00:01.77 2    1   26     40     20K    20K    0B     2552K  54M    2412M  1118  1     sleeping 0   18988     71       1397      561       46130     2022      12753      848     436K   8433K  82        0.0   root           
974    com.apple.WebKit 0.0  00:43.32 5    0   107    532    6676K  5340K  0B     29M    65M    3494M  974   1     sleeping 501 83734     2317     290742    159696    1459164   935277    897592     764     10M    67M    1120      0.0   tgreen         
972    Safari           0.0  01:55.63 18   0   453    1475   70M    58M    0B     95M    427M   3688M  972   424   sleeping 501 608483    2638     307747    178192    1029167   1417650   845087     9196    13M    25M    3216      0.0   tgreen         
953    mdflagwriter     0.0  00:03.32 3    2   25     212    412K   308K   0B     21M    66M    2432M  953   424   sleeping 501 23971     81       10469     5223      108155    40393     19038      2       5707K  2100K  570       0.0   tgreen         
915    ConnectedDataRes 0.0  00:19.13 4    1   135    83     1872K  1260K  0B     1932K  64M    2481M  915   424   sleeping 501 11948     266      453719    262935    937658    881569    639843     101     4739K  -4M    3098      0.0   tgreen         
898    Karabiner_AXNoti 0.0  01:12.82 5    2   197    104    4296K  3656K  0B     1716K  76M    2496M  898   424   sleeping 501 223861+   293      794775+   559587+   383233+   2285107+  558991+    163     -25K   -31M-  32394+    0.1   tgreen         
880    CIJScannerRegist 0.0  00:12.88 6    0   136    86     1668K  1132K  0B     1472K  53M    2470M  880   424   sleeping 501 55285     275      78913     34116     667298+   110963    261724+    15      54M-   28M    70798+    0.1   tgreen         
877    Image Capture Ex 0.0  00:01.54 3    0   144    91     2024K  1432K  0B     2516K  68M    2486M  877   424   sleeping 501 12922     334      35704     12372     35310     47754     38199      189     2244K  -2M    571       0.0   tgreen         
855    TextExpander Hel 0.0  00:03.61 10   2   187    194    4576K  3124K  0B     5356K  192M   3523M  855   424   sleeping 501 22996     452      57200     24427     44232     109936    63615      725     4898K  -10M   904       0.0   tgreen         
854    Finder           0.0  00:45.65 12   5   249    246    13M    12M    0B     33M    191M   2618M  854   424   sleeping 501 441112+   710      386458    278519+   1080342+  1042748+  555248+    2066    5079K  -174M- 5053      0.0   tgreen         
834    com.bourgeoisbit 0.0  00:00.09 3    0   43     39     252K   156K   0B     800K   63M    2444M  834   1     sleeping 0   2331      138      1371      675       5939      2085      3319       3       1390K  211K   101       0.0   root           
808    storeagent       0.0  00:03.66 7    3   140    89     4628K  4060K  0B     6096K  52M    2446M  808   424   sleeping 501 16357     326      23142     14116     150076    49545     101156     908     5444K  -6M    284       0.0   tgreen         
805    com.apple.geod   0.0  00:00.05 2    0   53     42     536K   352K   0B     1104K  52M    2411M  805   1     sleeping 501 1854      189      266       120       971       573       558        41      196K   149K   0         0.0   tgreen         
801    Karabiner        0.0  00:04.34 5    0   182    152    5712K  4816K  0B     16M    96M    2580M  801   424   sleeping 501 22807     367      47402     18679     70515     63404     52677      393     3049K  43M    555       0.0   tgreen         
800    Cloak            0.0  00:05.00 7    2   200    160    4388K  3476K  0B     11M    60M    2495M  800   424   sleeping 501 24863     458      62154     30657     112092    136839    111048     1953    5113K  -18M   1409      0.0   tgreen         
797    Seil             0.0  00:01.81 5    0   186    156    3220K  2576K  0B     9412K  63M    2550M  797   424   sleeping 501 15061     362      34721     12684     42344     53750     45727      86      3010K  -3M    680       0.0   tgreen         
796    Memory Clean     0.0  00:10.61 7    2   177    179    5324K  3988K  0B     3944K  55M    2478M  796   424   sleeping 501 40957+    353      77612+    43293+    92444+    227128+   93964+     261     4663K  -10M   3954+     0.1   tgreen         
794    BlueHarvest      0.0  00:12.39 9    2   226    210    7076K  4992K  0B     9936K  64M    2506M  794   424   sleeping 501 47355     542      42898     17319     85757     93318     281731     393     3761K  -22M   638       0.0   tgreen         
793    ScreenSharingMen 0.0  00:02.79 6    2   163    129    3068K  2188K  0B     3496K  55M    2476M  793   424   sleeping 501 15681     400      39095     15485     40480     91286     58712      288     4157K  -10M   703       0.0   tgreen         
792    Growl            0.0  00:06.31 4    0   173    161    4784K  4100K  0B     21M    82M    2508M  792   424   sleeping 501 68682+    473      51162+    17603+    126905    107898+   82022+     2645    6998K  170K   6467+     0.0   tgreen         
791    Clocks           0.0  00:03.08 8    2   169    127    2756K  1916K  0B     2676K  48M    2476M  791   424   sleeping 501 14493     368      46817     20886     61006     111810    74691      104     4514K  -10M   643       0.0   tgreen         
790    HazelHelper      0.0  00:16.72 11   8   200    226    4448K  3556K  0B     48M    135M   2575M  790   424   sleeping 501 105960+   5957     768638+   378897+   292543+   614184+   160160+    459     26M    977K-  1937      0.0   tgreen         
786    LaunchBar        0.0  03:41.34 8    2   299    531    64M    61M    4096B  30M    332M   2785M  786   424   sleeping 501 275549    2316     229903    111045    16596470  1025020+  503474+    3640    18M    194M   34768     0.0   tgreen         
785    Cobook           0.0  00:08.37 7    2   192    638    9740K  6012K  0B     31M    160M   3662M  785   424   sleeping 501 95790     10829    73665     30588     106759    163657    115217     3959    6899K  -5M    1799      0.0   tgreen         
784    Dropzone 3       0.0  03:01.79 7    2   172    489    11M    10M    16K    5740K  75M    2500M  784   424   sleeping 501 1342732   460      126384    46096     7886329   666674    289154     1943    7629K  35M    29121     0.0   tgreen         
783    Keyboard Maestro 0.2  01:39.23 7    3   206    222    9584K  8440K  0B     23M    113M   2552M  783   424   sleeping 501 95223     4713     204947    97178     784184+   4584098+  922487+    4823    4102K  -30M   215871+   0.5   tgreen         
782    Fantastical      0.0  00:34.38 8    2   217    304    17M    15M    0B     22M    104M   2542M  782   424   sleeping 501 81681     859      81629+    28505     191229+   171355+   183482+    2509    8752K  -9M    3615+     0.0   tgreen         
781    TextExpander     0.0  00:08.92 8    2   304    327    9292K  6720K  0B     16M    89M    3556M  781   424   sleeping 501 40070     825      113576    44355     162171+   189522    138972+    5729    5433K  -7M    7684      0.0   tgreen         
779    Moom             0.0  00:20.49 7    2   198    160    4876K  4012K  0B     7684K  73M    2513M  779   424   sleeping 501 49429     364      249634    103084    215987    490568    227001     416     4705K  -44M   1521      0.0   tgreen         
777    PopClip          0.0  00:37.88 7    3   241    323    6496K  4896K  0B     5228K  56M    3576M  777   424   sleeping 501 220167    470      357721    154924    342967    657323    350009     1603    5183K  -53M   8361      0.0   tgreen         
776    Bartender        0.0  01:47.41 7    2   196    153    6544K  5612K  0B     5304K  72M    2494M  776   424   sleeping 501 334498    450      716166    381168    1380104   1401677   981008     745     3595K  -11M   4181      0.0   tgreen         
775    gamed            0.0  00:01.84 5    0   186    141    2924K  2340K  0B     3512K  59M    2475M  775   424   sleeping 501 13647     627      26073     7850      41472     41770     41420      483     2314K  -3M    523       0.0   tgreen         
772    Flux             0.1  00:33.16 7    2   177    249    4072K  2532K  0B     3708K  31M    3507M  772   424   sleeping 501 375769+   601      331968+   33102     91863     958927+   465341+    225     -103K  -274M- 33253+    0.2   tgreen         
770    iTunesHelper     0.0  00:00.73 3    0   69     81     1112K  724K   0B     1696K  45M    2438M  770   424   sleeping 501 8410      310      12976     3276      7049      30685     19814      125     1322K  -3M    203       0.0   tgreen         
767-   SpotifyWebHelper 0.0  00:01.87 3    0   46     69     640K   396K   0B     1972K  49M    641M   767   424   sleeping 501 2636      326      200       88        53982     21735     10614      1219    196K   203K   529       0.0   tgreen         
766    iStatMenusAgent  0.0  00:00.23 4    0   68     57     780K   560K   0B     1048K  53M    2436M  766   424   sleeping 501 4651      210      3021      1961      9614      7489      6701       106     2097K  273K   102       0.0   tgreen         
755    helpd            0.0  00:00.09 2    0   45     46     496K   316K   0B     696K   45M    2434M  755   424   sleeping 501 3121      176      1337      664       5859      2123      3353       0       1371K  166K   101       0.0   tgreen         
750    SocialPushAgent  0.0  00:00.06 2    0   61     58     592K   424K   0B     1184K  53M    2435M  750   424   sleeping 501 2484      222      572       290       1380      845       766        4       211K   105K   0         0.0   tgreen         
748-   notificator      0.0  00:00.16 2    0   46     51     428K   304K   0B     608K   48M    639M   748   424   sleeping 501 2696      125      1393      701       5865      2156      3568       584     1819K  -1M    146       0.0   tgreen         
743    J8RPQ294UB.com.s 0.0  00:03.00 5    2   134    101    2152K  1484K  0B     1980K  54M    2473M  743   424   sleeping 501 13684     371      45635     19692     61556     108381    73691      39      4012K  -11M   788       0.0   tgreen         
739    2BUA8C4S2C.com.a 0.0  00:11.81 8    2   185    361    5328K  4528K  0B     8732K  63M    2473M  739   424   sleeping 501 37324     604      79351     37938     120391    159622    108062     1232    8072K  -7M    1813      0.0   tgreen         
652    zsh              0.0  00:00.27 1    0   19     56     8192B  4096B  0B     3004K  45M    2404M  652   651   sleeping 501 2872      597      45        16        13783     113       275        142     404K   2861K  0         0.0   tgreen         
651    login            0.0  00:00.03 2    0   30     45     8192B  4096B  0B     964K   45M    2403M  651   507   sleeping 0   827       144      99        43        4991      192       129        1       156K   109K   0         0.0   root           
648    VDCAssistant     0.0  00:00.75 4    0   88     73     708K   496K   0B     1152K  46M    2460M  648   1     sleeping 0   7270      213      22217     8325      6278      28986     23616      193     1332K  -4M    108       0.0   root           
645    com.apple.InputM 0.0  00:00.19 2    0   55     64     1132K  924K   0B     1384K  57M    2438M  645   1     sleeping 501 4694      234      939       501       4463      1851      2436       165     308K   371K   5         0.0   tgreen         
644    EvernoteHelper   0.0  00:03.31 5    2   159    145    5276K  3884K  0B     2940K  60M    2488M  644   424   sleeping 501 18485     367      49263     19977     60314     94779     67672      303     4985K  -12M   1276      0.0   tgreen         
642    AppleSpell       0.0  00:02.04 2    0   75     89     832K   620K   0B     6312K  50M    2469M  642   424   sleeping 501 10132     227      36975     18154     7418      25131     5967       2801    1541K  320K   163       0.0   tgreen         
633    pbs              0.0  00:00.29 2    1   51     46     868K   612K   0B     1364K  45M    2414M  633   424   sleeping 501 3550      137      546       364       6745      1190      1887       92      422K   500K   14        0.0   tgreen         
615    ScopedBookmarkAg 0.0  00:00.26 2    1   41     58     268K   160K   0B     5384K  47M    2437M  615   424   sleeping 501 4943      145      207       115       7967      431       3771       16      1464K  244K   105       0.0   tgreen         
605    coresymbolicatio 0.0  00:00.11 2    1   27     37     208K   120K   0B     532K   54M    2412M  605   1     sleeping 0   6482      102      1348      889       3897      1862      2263       2607    277K   65K    1         0.0   root           
567    accountsd        0.0  00:02.81 2    0   67     87     1964K  1580K  0B     1076K  57M    2439M  567   424   sleeping 501 12932     265      3704      1572      24366     7209      12231      757     1655K  968K   168       0.0   tgreen         
562    lsboxd           0.0  00:00.45 2    1   93     63     976K   688K   0B     2108K  65M    2458M  562   424   sleeping 501 4652      152      3465      1691      10425     4273      5825       32      1508K  230K   114       0.0   tgreen         
561    CalendarAgent    0.0  00:26.44 4    0   160    180    18M    16M    0B     4980K  66M    2461M  561   424   sleeping 501 80033     834      43488     24489     188101    95411     127367     4742    3749K  115K   489       0.0   tgreen         
552    secd             0.0  00:00.93 2    1   74     51     888K   684K   0B     676K   45M    2435M  552   424   sleeping 501 5183      159      3625      2341      23189     4880      9470       313     1865K  191K   157       0.0   tgreen         
550    identityservices 0.0  00:03.21 4    0   118    82     2000K  1448K  0B     3164K  38M    2439M  550   424   sleeping 501 15616     397      12860     6415      49103     32311     29583      1416    2856K  1677K  257       0.0   tgreen         
548    com.apple.dock.e 0.0  00:01.31 3    0   145    119    2160K  1508K  0B     2728K  53M    2460M  548   1     sleeping 501 13718     552      22253     5844      38103     39627     36726      182     2204K  -3M    492       0.0   tgreen         
543    com.apple.intern 0.0  00:03.80 3    0   183    228    5444K  3980K  0B     5604K  45M    2484M  543   1     sleeping 501 25683     813      28909     10215     57160     56891     48989      1487    3053K  -3M    531       0.0   tgreen         
542    imagent          0.0  00:03.06 4    0   104    132    3488K  2152K  0B     3016K  23M    2442M  542   424   sleeping 501 15773     383      24268     12371     56974     54914     39375      2164    2937K  13M    377       0.0   tgreen         
537    com.apple.IconSe 0.0  00:04.14 4    3   97     281    4060K  3416K  0B     188M   231M   2600M  537   1     sleeping 501 79361     233      7919      9627      100475    17260     49121      720     7194K  7688K  655       0.0   tgreen         
536    com.apple.ShareK 0.0  00:02.22 3    0   150    184    1760K  1180K  0B     13M    62M    2470M  536   1     sleeping 501 134567    3499     24190     6772      41444     42338     38667      5284    2330K  -3M    504       0.0   tgreen         
534    soagent          0.0  00:01.86 2    0   121    116    3656K  3044K  0B     4816K  50M    2455M  534   424   sleeping 501 20910     470      6583      4284      19400     16497     15512      1022    1691K  -687K  166       0.0   tgreen         
533    filecoordination 0.0  00:00.15 2    1   91     43     780K   524K   0B     460K   53M    2434M  533   1     sleeping 0   2951      121      436       493       4756      1268      2310       165     356K   -13K   17        0.0   root           
531    NotificationCent 0.0  00:12.61 5    2   250    382    9132K  7404K  0B     4584K  59M    2524M  531   424   sleeping 501 39941     464      69248     31469     121771    154665    109609     2288    4748K  -7M    1222      0.0   tgreen         
530    usernoted        0.0  00:02.88 2    0   127    57     2472K  2192K  0B     2460K  53M    2435M  530   424   sleeping 501 11485     174      5166      3534      42498     12509     20674      451     2757K  1896K  286       0.0   tgreen         
529    ubd              0.0  00:05.16 10   0   145    91     4780K  4312K  0B     2388K  55M    2446M  529   424   sleeping 501 24470     353      10459     5701      104122    18007     53919      1240    2554K  1215K  255       0.0   tgreen         
528    librariand       0.0  00:00.70 2    0   78     54     1176K  904K   0B     1516K  63M    2444M  528   424   sleeping 501 6317      312      5577      3386      17307     12862     10073      330     315K   1204K  15        0.0   tgreen         
526    tccd             0.0  00:23.43 2    1   51     69     2688K  2156K  0B     23M    52M    2444M  526   424   sleeping 501 41605     160      9186      3775      130279    14700     44465      210     2372K  7555K  149       0.0   tgreen         
525    sharingd         0.0  00:00.38 3    0   67     83     1248K  972K   0B     3092K  57M    2440M  525   424   sleeping 501 9131      380      1131      556       8839      2321      4799       827     1261K  659K   96        0.0   tgreen         
523    fontd            0.0  00:09.57 2    0   90     144    2216K  1764K  0B     3188K  45M    2466M  523   424   sleeping 501 76117     404      56545     46034     330049    211511    131720     564     1240K  -6M    475       0.0   tgreen         
521    pboard           0.0  00:00.01 1    0   24     33     28K    16K    0B     528K   43M    2403M  521   424   sleeping 501 425       99       385       30        249       781       736        5       115K   27K    0         0.0   tgreen         
520    xpcd             0.0  00:10.97 6    5   52     95     2708K  2528K  0B     2724K  48M    2439M  520   1     sleeping 501 65567     602      22208     19753     629825    80715     119553     92      13M    29M    1127      0.0   tgreen         
517    coreaudiod       1.6  00:41.22 7    0   507    141    5336K  4864K+ 0B     3216K  50M+   2448M  517   1     sleeping 202 49839     435      827314+   100975    1511497+  1536912+  1168781+   2832    2803K  4543K- 69292+    3.9   _coreaudiod    
515    SystemUIServer   0.2  01:39.98 7    2   322    548    13M    11M    0B     11M    51M    2524M  515   424   sleeping 501 105505    689      337518+   175950+   821999+   1106166+  515412+    8272    7213K  -11M-  23889     0.2   tgreen         
514    Dock             0.0  00:25.00 5    2   299    1411   17M    12M    0B     50M    85M    2541M  514   424   sleeping 501 443578    402      427558    201904    254417    454085    243346     12845   6229K  18M    1948      0.0   tgreen         
511    iThoughtsX       0.0  00:02.24 3    0   171    162    10M    3580K  0B     7836K  47M    2505M  511   424   sleeping 501 22290     531      32965     11453     34616     47947     41415      592     2326K  -3M    524       0.0   tgreen         
510    Keynote          0.0  00:16.17 5    0   218    1456   57M    40M    0B     41M    170M   3037M  510   424   sleeping 501 175653    8244     57112     20451     163288    98302     144834     12707   4413K  4043K  613       0.0   tgreen         
509    Messages         0.0  00:20.54 9    0   387    905    24M    13M    0B     23M    201M   3632M  509   424   sleeping 501 175886    1972     118096    50740     142452    230435    130935     9483    3896K  -1M    2146      0.0   tgreen         
507    iTerm            0.7  26:44.28 8    1   245    411    25M    10M+   88K    14M    88M+   2591M  507   424   sleeping 501 78364     1095     620376+   196314+   20086539+ 29243470+ 2036882+   5194    5524K  -8M-   79137+    0.9   tgreen         
506    OmniFocus        0.0  00:25.41 10   2   289    1312   58M    32M+   0B     34M    197M+  2721M  506   424   sleeping 501 172259    1657     88099     35015     200262    146626    120159     6541    3697K  13M    1032      0.0   tgreen         
505    Reeder           0.0  01:05.02 12   0   262    1824   37M    16M+   0B     86M    443M+  3799M  505   424   sleeping 501 504967    4879     198049    101563    367874    1108522   489050     10302   4465K  3847K  76071     0.0   tgreen         
504    Evernote         0.0  04:53.27 15   2   321    3990   207M   197M+  0B     217M   799M+  4172M  504   424   sleeping 501 806083    5415     271026    101171    1871469   791676    786109     20865   12M    52M    8886      0.0   tgreen         
503    Path Finder      0.0  03:54.96 11   4   342    1355   37M    23M+   0B     37M    137M+  2675M  503   424   sleeping 501 1158376+  43916    962318+   454746+   2900662+  3174507+  1700215+   13698   17M    -149M- 17694     0.0   tgreen         
502    Airmail          0.0  04:23.70 14   5   574    2199   68M    38M    24K    51M    257M   3938M  502   424   sleeping 501 739700    6294     308209    86144     1501806   698918    625051     22402   12M    45M    9603      0.0   tgreen         
499    UserEventAgent   0.0  00:05.98 6    2   287    210    3476K  2860K+ 0B     2960K  65M+   2450M  499   424   sleeping 501 46442     382      112215    55993     94741     117284    80483      548     7024K  -14M   849       0.0   tgreen         
447    securityd_servic 0.0  00:00.33 2    1   30     45     348K   252K   0B     660K   53M    2434M  447   1     sleeping 0   1705      102      9595      5734      10669     6226      4936       21      690K   -833K  47        0.0   root           
446    mdflagwriter     0.0  00:00.02 2    1   21     48     8192B  4096B  0B     684K   53M    2411M  446   444   sleeping 0   926       60       104       43        883       323       148        0       206K   38K    6         0.0   root           
444    launchd          0.0  00:00.04 2    0   62     39     280K   208K   0B     304K   47M    2413M  444   1     sleeping 0   725       137      2062      687       2359      1948      942        0       157K   48K    18        0.0   root           
442    distnoted        0.0  00:00.42 6    4   52     43     596K   460K   0B     292K   55M    2435M  442   435   sleeping 89  3881      95       509       3172      26018     1519      13947      0       3372K  -2M    320       0.0   _spotlight     
435    launchd          0.0  00:00.46 2    0   67     39     316K   412K   0B     276K   55M    2413M  435   1     sleeping 89  8856      6092     23471     9317      28074     20491     7342       1       2708K  1893K  26        0.0   _spotlight     
434    cfprefsd         0.0  01:28.20 5    4   228    214    2280K  2088K  0B     3760K  69M    2456M  434   424   sleeping 501 11481350  90       77636     79441     1403569   105914    547728     22167   12M    71M    2053      0.0   tgreen         
433    distnoted        0.0  01:08.36 10   8   255    58     9964K  9820K  0B     3828K  55M    2443M  433   424   sleeping 501 36237     100      68153     87833     650475    123612    523127     3       35M    -8M    3433      0.0   tgreen         
424    launchd          0.2  01:52.95 2    0   623    40     792K   732K   0B     1124K  55M    2414M  424   1     sleeping 501 84920     37414    2667010+  192314+   10617609+ 4178673+  3609217+   42      13M    -3M+   96        0.2   tgreen         
313    racoon           0.0  00:00.66 2    1   28     41     560K   420K   0B     376K   53M    2412M  313   1     sleeping 0   4768      95       1297      622       27053     2004      8795       264     4896K  1230K  983       0.0   root           
308    suhelperd        0.0  00:00.12 2    0   47     50     444K   284K   0B     1248K  53M    2412M  308   1     sleeping 0   3031      171      1469      690       5971      2432      3306       15      1357K  274K   47        0.0   root           
306    softwareupdated  0.0  00:00.56 2    0   72     68     964K   768K   0B     11M    51M    2440M  306   1     sleeping 200 9171      251      2968      1410      9151      3609      4411       306     1443K  701K   123       0.0   _softwareupdate
284    tccd             0.0  00:05.58 2    1   45     59     2788K  2380K  0B     2572K  54M    2458M  284   1     sleeping 0   12869     153      1948      1933      67432     4467      22672      494     3145K  3006K  216       0.0   root           
259    gkbisd           0.0  00:10.87 2    1   47     311    1168K  968K   0B     35M    91M    2473M  259   1     sleeping 0   21953     129      3856      2828      252583    7126      153460     64      2683K  2395K  222       0.0   root           
252    com.apple.CodeSi 0.0  00:02.59 4    3   31     48     692K   524K   0B     1016K  54M    2413M  252   1     sleeping 0   30002     197      4476      5850      88729     10123     26982      7       2945K  2098K  136       0.0   root           
245    socketfilterfw   0.0  00:59.92 3    0   59     82     11M    11M    0B     61M    98M    2488M  245   1     sleeping 0   88846     144      15374     2279      382054    34269     143092     184     2198K  28M    312       0.0   root           
243    sysmond          0.0  00:01.33 2    1   23     39     152K   152K   0B     1840K  53M    2411M  243   1     sleeping 0   4077      85       31554     16078     68728     46452     3558       31      698K   34K    66        0.0   root           
242    pacemaker        0.0  00:03.74 3    2   23     39     320K   220K   0B     164K   54M    2412M  242   1     sleeping 0   1551      70       211       174       224860    1052      121487     9       1518K  186K   11328     0.0   root           
241    SystemStarter    0.0  00:00.07 2    0   31     35     220K   132K   0B     384K   53M    2411M  241   1     sleeping 0   1850      145      1272      626       5570      1928      3106       2       1343K  190K   45        0.0   root           
239    cron             0.0  00:00.18 1    0   19     29     140K   188K   0B     320K   20M    2387M  239   1     sleeping 0   6390      4211     2506      1247      3854      1308      1256       26      3864K  2297K  248       0.0   root           
236    ntpd             0.0  00:00.21 2    0   27     39     272K   208K   0B     424K   45M    2411M  236   1     sleeping 0   1818      245      626       141       6143      683       993        355     344K   435K   116       0.0   root           
235    usbd             0.0  00:00.52 2    0   60     37     592K   396K   0B     356K   53M    2433M  235   1     sleeping 0   3392      120      9850      5921      6200      24723     8183       36      202K   -852K  661       0.0   root           
